"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 23 08:21:56 GMT 2025","Tue Sep 23 08:21:56 GMT 2025","16","Suite","Test","MiningEngineer.ScheduledTabTests","MiningEngineer.ScheduledTabTests","verifyViewOnMapLinkWorks","verifyViewOnMapLinkWorks",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","testFetchResetLinkTimeout","testFetchResetLinkTimeout",""
"passed","Tue Sep 23 07:56:09 GMT 2025","Tue Sep 23 07:56:15 GMT 2025","5889","Suite","Test","GSMBOfficer.TPLandMLview","GSMBOfficer.TPLandMLview","testViewMiningLicense","testViewMiningLicense",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","testRequestPasswordResetWithInvalidEmail","testRequestPasswordResetWithInvalidEmail",""
"passed","Tue Sep 23 08:11:26 GMT 2025","Tue Sep 23 08:12:28 GMT 2025","62631","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","validateInvalidLicenseResponse","validateInvalidLicenseResponse",""
"passed","Tue Sep 23 07:47:48 GMT 2025","Tue Sep 23 07:47:53 GMT 2025","5088","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","simulateSuccessPaymentCallback","simulateSuccessPaymentCallback",""
"passed","Tue Sep 23 07:36:02 GMT 2025","Tue Sep 23 07:36:11 GMT 2025","8705","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","testFormValidationWithPartialData","testFormValidationWithPartialData",""
"broken","Tue Sep 23 07:40:20 GMT 2025","Tue Sep 23 07:40:57 GMT 2025","36715","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","testBackToHomeNavigation","testBackToHomeNavigation",""
"passed","Tue Sep 23 07:47:31 GMT 2025","Tue Sep 23 07:47:39 GMT 2025","8315","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","zeroAmountShouldTriggerValidation","zeroAmountShouldTriggerValidation",""
"passed","Tue Sep 23 07:50:45 GMT 2025","Tue Sep 23 07:51:01 GMT 2025","15336","Suite","Test","GSMBOfficer.MiningLicenseTestSuite","GSMBOfficer.MiningLicenseTestSuite","testCompleteAddLicenseWorkflow","testCompleteAddLicenseWorkflow",""
"skipped","Tue Sep 23 08:14:27 GMT 2025","Tue Sep 23 08:14:27 GMT 2025","0","Suite","Test","GeneralPublic.GeneralPublicDashboard","GeneralPublic.GeneralPublicDashboard","verifyModalResponse","verifyModalResponse",""
"passed","Tue Sep 23 08:06:09 GMT 2025","Tue Sep 23 08:06:19 GMT 2025","9871","Suite","Test","GSMBOfficer.RequestMiningFilter","GSMBOfficer.RequestMiningFilter","testApprovedFilter","testApprovedFilter",""
"passed","Tue Sep 23 07:45:42 GMT 2025","Tue Sep 23 07:46:22 GMT 2025","39858","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","selectMasterCardAndPay","selectMasterCardAndPay",""
"passed","Tue Sep 23 08:22:29 GMT 2025","Tue Sep 23 08:22:36 GMT 2025","6681","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyMonthlySandCubesChart","verifyMonthlySandCubesChart",""
"skipped","Tue Sep 23 07:32:36 GMT 2025","Tue Sep 23 07:32:36 GMT 2025","1","Suite","Test","Home.homepage","Home.homepage","testSinhalaVersion","testSinhalaVersion",""
"passed","Tue Sep 23 07:45:22 GMT 2025","Tue Sep 23 07:45:27 GMT 2025","5103","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","login","login",""
"passed","Tue Sep 23 07:51:35 GMT 2025","Tue Sep 23 07:51:47 GMT 2025","12244","Suite","Test","GSMBOfficer.RequestMining","GSMBOfficer.RequestMining","testDatePickerFunctionality","testDatePickerFunctionality",""
"passed","Tue Sep 23 08:10:48 GMT 2025","Tue Sep 23 08:11:07 GMT 2025","18526","Suite","Test","PoliceOfficer.policeofficersignin","PoliceOfficer.policeofficersignin","testVehicleNumberFormatValidation","testVehicleNumberFormatValidation",""
"passed","Tue Sep 23 08:23:30 GMT 2025","Tue Sep 23 08:23:42 GMT 2025","11625","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyMiningLicenseChart","verifyMiningLicenseChart",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","testFetchResetLinkFromEmail","testFetchResetLinkFromEmail",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","testResetPasswordWithMismatchedPasswords","testResetPasswordWithMismatchedPasswords",""
"passed","Tue Sep 23 07:36:24 GMT 2025","Tue Sep 23 07:36:31 GMT 2025","7687","Suite","Test","MLOwner.MLOwnerButtonTabsTest","MLOwner.MLOwnerButtonTabsTest","navigateToLicensesPage","navigateToLicensesPage",""
"passed","Tue Sep 23 07:34:41 GMT 2025","Tue Sep 23 07:34:46 GMT 2025","4917","Suite","Test","MLOwner.mlownersingin","MLOwner.mlownersingin","testBlankLoginFields","testBlankLoginFields",""
"broken","Tue Sep 23 07:32:36 GMT 2025","Tue Sep 23 07:32:36 GMT 2025","2","Suite","Test","Home.homepage","Home.homepage","setup","setup",""
"skipped","Tue Sep 23 07:32:36 GMT 2025","Tue Sep 23 07:32:36 GMT 2025","0","Suite","Test","Home.homepage","Home.homepage","testAboutSection","testAboutSection",""
"passed","Tue Sep 23 07:48:34 GMT 2025","Tue Sep 23 07:48:40 GMT 2025","5467","Suite","Test","GSMBOfficer.GsmbOfficerSignin","GSMBOfficer.GsmbOfficerSignin","testInvalidUsernameLogin","testInvalidUsernameLogin",""
"skipped","Tue Sep 23 07:32:37 GMT 2025","Tue Sep 23 07:32:37 GMT 2025","1","Suite","Test","Home.Register","Home.Register","testRegisterMiningEngineer","testRegisterMiningEngineer",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","1","Suite","Test","Home.Resetpassword","Home.Resetpassword","testResetPasswordWithInvalidToken","testResetPasswordWithInvalidToken",""
"passed","Tue Sep 23 07:37:56 GMT 2025","Tue Sep 23 07:38:01 GMT 2025","5067","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","loginToDashboard","loginToDashboard",""
"passed","Tue Sep 23 07:45:34 GMT 2025","Tue Sep 23 07:45:42 GMT 2025","7311","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","submitRoyaltyForm","submitRoyaltyForm",""
"skipped","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","testRequestPasswordReset","testRequestPasswordReset",""
"passed","Tue Sep 23 08:15:02 GMT 2025","Tue Sep 23 08:15:03 GMT 2025","1196","Suite","Test","MiningEngineer.AppointmentsSetDateTest","MiningEngineer.AppointmentsSetDateTest","testSetDateButtonClickOpensPopover","testSetDateButtonClickOpensPopover",""
"broken","Tue Sep 23 07:39:43 GMT 2025","Tue Sep 23 07:40:20 GMT 2025","36315","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","testPrintReceiptNavigation","testPrintReceiptNavigation",""
"passed","Tue Sep 23 07:34:52 GMT 2025","Tue Sep 23 07:34:59 GMT 2025","6632","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","openMLRequestFormPage","openMLRequestFormPage",""
"passed","Tue Sep 23 07:36:32 GMT 2025","Tue Sep 23 07:36:38 GMT 2025","6692","Suite","Test","MLOwner.MLOwnerButtonTabsTest","MLOwner.MLOwnerButtonTabsTest","testRequestedLicensesButton","testRequestedLicensesButton",""
"passed","Tue Sep 23 08:22:03 GMT 2025","Tue Sep 23 08:22:10 GMT 2025","6559","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyDashboardLoad","verifyDashboardLoad",""
"passed","Tue Sep 23 08:15:49 GMT 2025","Tue Sep 23 08:15:50 GMT 2025","908","Suite","Test","MiningEngineer.ApprovedLicensesTableTest","MiningEngineer.ApprovedLicensesTableTest","verifyGoogleMapsLink","verifyGoogleMapsLink",""
"passed","Tue Sep 23 08:12:29 GMT 2025","Tue Sep 23 08:13:08 GMT 2025","39067","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","handleReportButtonIfPresent","handleReportButtonIfPresent",""
"skipped","Tue Sep 23 08:24:47 GMT 2025","Tue Sep 23 08:24:47 GMT 2025","0","Suite","Test","GSMBManagement.ActivationPageTest","GSMBManagement.ActivationPageTest","verifyTabsAndActivateAll","verifyTabsAndActivateAll",""
"passed","Tue Sep 23 08:15:04 GMT 2025","Tue Sep 23 08:15:05 GMT 2025","640","Suite","Test","MiningEngineer.AppointmentsSetDateTest","MiningEngineer.AppointmentsSetDateTest","testPastDateDisabled","testPastDateDisabled",""
"broken","Tue Sep 23 07:39:09 GMT 2025","Tue Sep 23 07:39:43 GMT 2025","33760","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","verifyHistoryCardPresent","verifyHistoryCardPresent",""
"skipped","Tue Sep 23 07:32:37 GMT 2025","Tue Sep 23 07:32:37 GMT 2025","1","Suite","Test","Home.Register","Home.Register","testRegisterPolice","testRegisterPolice",""
"passed","Tue Sep 23 08:22:36 GMT 2025","Tue Sep 23 08:22:56 GMT 2025","19885","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyTopMiningLicenseHolders","verifyTopMiningLicenseHolders",""
"passed","Tue Sep 23 07:37:03 GMT 2025","Tue Sep 23 07:37:11 GMT 2025","7227","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","testSearchFunctionality","testSearchFunctionality",""
"passed","Tue Sep 23 08:13:46 GMT 2025","Tue Sep 23 08:13:51 GMT 2025","5187","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","printPageElementsForDebugging","printPageElementsForDebugging",""
"passed","Tue Sep 23 07:36:11 GMT 2025","Tue Sep 23 07:36:18 GMT 2025","7238","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","testFormResetFunctionality","testFormResetFunctionality",""
"passed","Tue Sep 23 08:10:30 GMT 2025","Tue Sep 23 08:10:36 GMT 2025","6005","Suite","Test","PoliceOfficer.policeofficersignin","PoliceOfficer.policeofficersignin","checkEmptyVehicleNumber","checkEmptyVehicleNumber",""
"passed","Tue Sep 23 07:34:47 GMT 2025","Tue Sep 23 07:34:52 GMT 2025","4975","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","loginToDashboard","loginToDashboard",""
"passed","Tue Sep 23 07:47:54 GMT 2025","Tue Sep 23 07:47:57 GMT 2025","3854","Suite","Test","GSMBOfficer.GsmbOfficerSignin","GSMBOfficer.GsmbOfficerSignin","testNavigateToSigninPage","testNavigateToSigninPage",""
"passed","Tue Sep 23 07:43:32 GMT 2025","Tue Sep 23 07:43:49 GMT 2025","16787","Suite","Test","MLOwner.DispatchLoadPageTest","MLOwner.DispatchLoadPageTest","fillDispatchFormFields","fillDispatchFormFields",""
"skipped","Tue Sep 23 07:32:36 GMT 2025","Tue Sep 23 07:32:36 GMT 2025","1","Suite","Test","Home.homepage","Home.homepage","testServiceSection","testServiceSection",""
"passed","Tue Sep 23 08:23:15 GMT 2025","Tue Sep 23 08:23:23 GMT 2025","8004","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyTopDestinationsChart","verifyTopDestinationsChart",""
"broken","Tue Sep 23 08:24:15 GMT 2025","Tue Sep 23 08:24:47 GMT 2025","32672","Suite","Test","GSMBManagement.ActivationPageTest","GSMBManagement.ActivationPageTest","navigateToActivation","navigateToActivation",""
"passed","Tue Sep 23 07:35:11 GMT 2025","Tue Sep 23 07:35:22 GMT 2025","11016","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","selectDistrictAndDivision","selectDistrictAndDivision",""
"passed","Tue Sep 23 08:24:05 GMT 2025","Tue Sep 23 08:24:14 GMT 2025","8836","Suite","Test","GSMBManagement.ActivationPageTest","GSMBManagement.ActivationPageTest","login","login",""
"broken","Tue Sep 23 07:59:22 GMT 2025","Tue Sep 23 08:00:04 GMT 2025","41502","Suite","Test","GSMBOfficer.PhysicalMeeting","GSMBOfficer.PhysicalMeeting","testPhysicalMeetingRejectionWorkflow","testPhysicalMeetingRejectionWorkflow",""
"passed","Tue Sep 23 07:47:39 GMT 2025","Tue Sep 23 07:47:48 GMT 2025","8674","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","formShouldResetOnModalReopen","formShouldResetOnModalReopen",""
"passed","Tue Sep 23 07:32:53 GMT 2025","Tue Sep 23 07:32:58 GMT 2025","5208","Suite","Test","MLOwner.mlownerhome","MLOwner.mlownerhome","testViewAllLicensesCard","testViewAllLicensesCard",""
"passed","Tue Sep 23 08:15:03 GMT 2025","Tue Sep 23 08:15:04 GMT 2025","491","Suite","Test","MiningEngineer.AppointmentsSetDateTest","MiningEngineer.AppointmentsSetDateTest","testDateSelection","testDateSelection",""
"passed","Tue Sep 23 08:22:10 GMT 2025","Tue Sep 23 08:22:22 GMT 2025","11806","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyKPICards","verifyKPICards",""
"passed","Tue Sep 23 07:46:31 GMT 2025","Tue Sep 23 07:47:11 GMT 2025","39925","Suite","Test","MLOwner.RoyaltyPayementTest","MLOwner.RoyaltyPayementTest","invalidCardDetailsShouldFail","invalidCardDetailsShouldFail",""
"failed","Tue Sep 23 07:47:58 GMT 2025","Tue Sep 23 07:48:34 GMT 2025","36035","Suite","Test","GSMBOfficer.GsmbOfficerSignin","GSMBOfficer.GsmbOfficerSignin","testValidLogin","testValidLogin",""
"broken","Tue Sep 23 07:42:39 GMT 2025","Tue Sep 23 07:43:13 GMT 2025","33762","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","testCompleteDispatchHistoryFlow","testCompleteDispatchHistoryFlow",""
"skipped","Tue Sep 23 08:14:27 GMT 2025","Tue Sep 23 08:14:27 GMT 2025","0","Suite","Test","GeneralPublic.GeneralPublicDashboard","GeneralPublic.GeneralPublicDashboard","enterInvalidVehicleNumberFormat","enterInvalidVehicleNumberFormat",""
"passed","Tue Sep 23 08:14:31 GMT 2025","Tue Sep 23 08:14:34 GMT 2025","3137","Suite","Test","GeneralPublic.InvalidNumber","GeneralPublic.InvalidNumber","navigateToPublicPageTest","navigateToPublicPageTest",""
"broken","Tue Sep 23 07:40:57 GMT 2025","Tue Sep 23 07:41:31 GMT 2025","33710","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","testHistoryCardsAbsentCase","testHistoryCardsAbsentCase",""
"passed","Tue Sep 23 08:13:08 GMT 2025","Tue Sep 23 08:13:46 GMT 2025","37469","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","testCompleteInvalidLicenseFlow","testCompleteInvalidLicenseFlow",""
"passed","Tue Sep 23 08:23:23 GMT 2025","Tue Sep 23 08:23:30 GMT 2025","6652","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","verifyMapComponent","verifyMapComponent",""
"passed","Tue Sep 23 07:36:47 GMT 2025","Tue Sep 23 07:36:52 GMT 2025","5117","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","loginWithInvalidCredentials","loginWithInvalidCredentials",""
"passed","Tue Sep 23 07:36:57 GMT 2025","Tue Sep 23 07:37:03 GMT 2025","5640","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","navigateToLicensesPage","navigateToLicensesPage",""
"passed","Tue Sep 23 07:48:55 GMT 2025","Tue Sep 23 07:49:00 GMT 2025","4901","Suite","Test","GSMBOfficer.MiningLicenseTestSuite","GSMBOfficer.MiningLicenseTestSuite","testSuccessfulLogin","testSuccessfulLogin",""
"passed","Tue Sep 23 08:20:34 GMT 2025","Tue Sep 23 08:21:40 GMT 2025","65924","Suite","Test","MiningEngineer.RejectedLicensesTableTest","MiningEngineer.RejectedLicensesTableTest","debugCurrentPageContent","debugCurrentPageContent",""
"passed","Tue Sep 23 08:02:17 GMT 2025","Tue Sep 23 08:05:31 GMT 2025","193804","Suite","Test","GSMBOfficer.PhysicalMeeting","GSMBOfficer.PhysicalMeeting","testMultipleFileFormatsUpload","testMultipleFileFormatsUpload",""
"passed","Tue Sep 23 08:15:49 GMT 2025","Tue Sep 23 08:15:49 GMT 2025","11","Suite","Test","MiningEngineer.ApprovedLicensesTableTest","MiningEngineer.ApprovedLicensesTableTest","verifyApprovedAppointmentsExist","verifyApprovedAppointmentsExist",""
"skipped","Tue Sep 23 07:32:36 GMT 2025","Tue Sep 23 07:32:36 GMT 2025","1","Suite","Test","Home.homepage","Home.homepage","testLoginButton","testLoginButton",""
"passed","Tue Sep 23 07:37:38 GMT 2025","Tue Sep 23 07:37:47 GMT 2025","8496","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","testLicenseCardInteractions","testLicenseCardInteractions",""
"passed","Tue Sep 23 07:48:40 GMT 2025","Tue Sep 23 07:48:45 GMT 2025","5399","Suite","Test","GSMBOfficer.GsmbOfficerSignin","GSMBOfficer.GsmbOfficerSignin","testInvalidPasswordLogin","testInvalidPasswordLogin",""
"passed","Tue Sep 23 08:10:42 GMT 2025","Tue Sep 23 08:10:48 GMT 2025","6035","Suite","Test","PoliceOfficer.policeofficersignin","PoliceOfficer.policeofficersignin","checkInvalidVehicleNumber","checkInvalidVehicleNumber",""
"passed","Tue Sep 23 08:09:36 GMT 2025","Tue Sep 23 08:09:39 GMT 2025","3261","Suite","Test","PoliceOfficer.policeofficersignin","PoliceOfficer.policeofficersignin","navigateToSignInPage","navigateToSignInPage",""
"skipped","Tue Sep 23 07:32:37 GMT 2025","Tue Sep 23 07:32:37 GMT 2025","1","Suite","Test","Home.Register","Home.Register","testRegisterMiningLicenseOwner","testRegisterMiningLicenseOwner",""
"broken","Tue Sep 23 08:20:09 GMT 2025","Tue Sep 23 08:20:09 GMT 2025","144","Suite","Test","MiningEngineer.MiningEngineerSignIn","MiningEngineer.MiningEngineerSignIn","MiningEngineerSignIn","MiningEngineerSignIn",""
"passed","Tue Sep 23 07:43:49 GMT 2025","Tue Sep 23 07:44:06 GMT 2025","17550","Suite","Test","MLOwner.DispatchLoadPageTest","MLOwner.DispatchLoadPageTest","submitDispatchForm","submitDispatchForm",""
"passed","Tue Sep 23 07:37:11 GMT 2025","Tue Sep 23 07:37:25 GMT 2025","13636","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","testSearchWithInvalidInput","testSearchWithInvalidInput",""
"passed","Tue Sep 23 08:21:56 GMT 2025","Tue Sep 23 08:21:56 GMT 2025","21","Suite","Test","MiningEngineer.ScheduledTabTests","MiningEngineer.ScheduledTabTests","verifyScheduledDateColumnExists","verifyScheduledDateColumnExists",""
"passed","Tue Sep 23 08:23:59 GMT 2025","Tue Sep 23 08:24:05 GMT 2025","6558","Suite","Test","GSMBManagement.GSMBManagementDashboard","GSMBManagement.GSMBManagementDashboard","testCompleteFlowValidation","testCompleteFlowValidation",""
"passed","Tue Sep 23 07:37:47 GMT 2025","Tue Sep 23 07:37:55 GMT 2025","8198","Suite","Test","MLOwner.LicensesPageTest","MLOwner.LicensesPageTest","testPageRefreshAndDataPersistence","testPageRefreshAndDataPersistence",""
"passed","Tue Sep 23 07:35:34 GMT 2025","Tue Sep 23 07:35:54 GMT 2025","19847","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","submitFormSuccessfully","submitFormSuccessfully",""
"passed","Tue Sep 23 08:11:12 GMT 2025","Tue Sep 23 08:11:18 GMT 2025","5606","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","enterInvalidLicenseNumber","enterInvalidLicenseNumber",""
"broken","Tue Sep 23 07:32:41 GMT 2025","Tue Sep 23 07:32:41 GMT 2025","0","Suite","Test","Home.Resetpassword","Home.Resetpassword","setup","setup",""
"passed","Tue Sep 23 08:11:07 GMT 2025","Tue Sep 23 08:11:12 GMT 2025","4886","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","loginToPoliceDashboard","loginToPoliceDashboard",""
"passed","Tue Sep 23 07:52:12 GMT 2025","Tue Sep 23 07:52:35 GMT 2025","22712","Suite","Test","GSMBOfficer.RequestMining","GSMBOfficer.RequestMining","testCompleteScheduleCreation","testCompleteScheduleCreation",""
"passed","Tue Sep 23 07:44:07 GMT 2025","Tue Sep 23 07:45:07 GMT 2025","60319","Suite","Test","MLOwner.DispatchLoadPageTest","MLOwner.DispatchLoadPageTest","testCompleteDispatchLoadFlow","testCompleteDispatchLoadFlow",""
"passed","Tue Sep 23 08:11:18 GMT 2025","Tue Sep 23 08:11:26 GMT 2025","7206","Suite","Test","PoliceOfficer.invalidnumber","PoliceOfficer.invalidnumber","clickCheckButtonAndVerifyResponse","clickCheckButtonAndVerifyResponse",""
"broken","Tue Sep 23 07:38:35 GMT 2025","Tue Sep 23 07:39:09 GMT 2025","33897","Suite","Test","MLOwner.DispatchHistoryTest","MLOwner.DispatchHistoryTest","verifyDispatchHistoryTitleVisible","verifyDispatchHistoryTitleVisible",""
"passed","Tue Sep 23 07:35:54 GMT 2025","Tue Sep 23 07:36:02 GMT 2025","7589","Suite","Test","MLOwner.MLRequestFormTest","MLOwner.MLRequestFormTest","testMissingMandatoryField","testMissingMandatoryField",""
"passed","Tue Sep 23 08:15:15 GMT 2025","Tue Sep 23 08:15:15 GMT 2025","152","Suite","Test","MiningEngineer.AppointmentsTabNavigationTest","MiningEngineer.AppointmentsTabNavigationTest","testSwitchToRejectedTab","testSwitchToRejectedTab",""
"passed","Tue Sep 23 07:50:16 GMT 2025","Tue Sep 23 07:50:31 GMT 2025","15125","Suite","Test","GSMBOfficer.MiningLicenseTestSuite","GSMBOfficer.MiningLicenseTestSuite","testEmptyFormSubmission","testEmptyFormSubmission",""
